flow_id,src_ip,src_port,dst_ip,dst_port,protocol,timestamp,attack_label,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,pkt_size_avg,down_up_ratio,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,fwd_seg_size_avg,bwd_seg_size_avg,fwd_seg_size_min,init_fwd_win_byts,init_bwd_win_byts,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,fwd_act_data_pkts,cwe_flag_count,ece_flag_cnt,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
a287adf13e211b06fb1db91026ec63d8,10.0.0.4,5448,192.168.2.40,22,6,2025-07-15T00:32:49.269397,apt_pivoting,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
35dd5f58edeedbb41cbca6e467d20756,10.0.0.4,35411,192.168.2.5,22,6,2025-07-15T00:32:49.615165,apt_pivoting,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
48d0b3d2709ac55f76bd4ce863c9ffa0,10.0.0.2,63920,192.168.1.11,621,6,2025-07-15T00:32:49.115727,apt_reconnaissance,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
0edab3ef891f63b4d1ce0d60210871de,10.0.0.1,28415,192.168.1.10,80,6,2025-07-15T00:32:49.939079,apt_initial_compromise,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
36cfabb24fb0bcb51c794bd567986319,10.0.0.3,45411,192.168.1.12,3389,6,2025-07-15T00:32:48.916925,apt_lateral_movement,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
83725ba573411baa62dfcdae1b2c0449,10.0.0.4,2794,192.168.2.4,22,6,2025-07-15T00:32:49.158996,apt_pivoting,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
06bfbb3fc59cd2a532eb5c2abd27d694,10.0.0.5,25514,192.168.1.50,53,17,2025-07-15T00:32:49.596596,apt_data_exfiltration,1,1,0,1428,0,1428,1428,1428,0,0,0,0,0,1428000000.0,1000000.0,0,0,0,0,0,0,0,0,0,0,1428,1428,1428,0,0,1428,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,1428,0,1428,0,0,1428,1,1000000.0,0,0,0.0,1,1428,0,0,1,0,0,0,0,0,0,0,0,0,0
a56a8677e0cd69d75aa4b6096349f98f,10.0.0.2,9250,192.168.1.11,227,6,2025-07-15T00:32:49.349106,apt_reconnaissance,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
d0ae461547555b60e1a33214d5e41f4d,10.0.0.4,24995,192.168.2.44,22,6,2025-07-15T00:32:48.284160,apt_pivoting,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
e2c4fc32b9e4a3c1aeb692d750c68e1d,10.0.0.2,42433,192.168.1.11,779,6,2025-07-15T00:32:49.603420,apt_reconnaissance,1,1,0,40,0,40,40,40,0,0,0,0,0,40000000.0,1000000.0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,0.0,40,0,40,8192,0,40,1,1000000.0,0,0,0.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
